,Unnamed: 0,number,year,url,DJ score,WT score,AC score,JO score,AJ score,pdf only?,success,full text index
0,0,0,1990,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0025712516305739,,,,,,,0,
1,1,1,1990,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0580951708702381,,,,,,,0,
2,2,2,1990,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0065280608600053,,,,,,,0,
3,3,3,1991,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0167299108627056,,,,,,,0,
4,4,4,1991,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0082078406803413,,,,,,,1,0
5,5,5,1991,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0021967301888178,,,,,,,1,1
6,6,6,1992,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0301479705801537,,,,,,,1,2
7,7,7,1992,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0065216408702545,,,,,,,0,
8,8,8,1992,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1054358908609692,,,,,,,0,
9,9,9,1993,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0176161711812526,,,,,,,0,
10,10,10,1993,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0380133093712678,,,,,,,1,3
11,11,11,1994,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0082078406807861,,,,,,,1,4
12,12,12,1994,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0166111608720405,,,,,,,0,
13,13,13,1995,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0926961405800322,,,,,,,0,
14,14,14,1995,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0926961405800334,,,,,,,0,
15,15,15,1995,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0926961405800127,,,,,,,0,
16,16,16,1995,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0022030295768849,,,,,,,1,5
17,17,17,1995,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0379711295000380,0.0,,,,,,1,6
18,18,18,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139109600047X,,,,,,,1,7
19,19,19,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000456,,,,,,,1,8
20,20,20,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0082078496803572,,,,,,,1,9
21,21,21,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000560,,,,,,,1,10
22,22,22,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944096006637,,,,,,,1,11
23,23,23,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000389,,,,,,,1,12
24,24,24,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000419,2.0,,,,,,1,13
25,25,25,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653596003359,,,,,,,1,14
26,26,26,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391097814838,,,,,,,1,15
27,27,27,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000547,,,,,,,1,16
28,28,28,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000481,,,,,,,1,17
29,29,29,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000687,,,,,,,1,18
30,30,30,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000699,,,,,,,1,19
31,31,31,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0082078496803626,,,,,,,1,20
32,32,32,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010218096000521,,,,,,,1,21
33,33,33,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000353,,,,,,,1,22
34,34,34,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S092186109680029X,,,,,,,0,
35,35,35,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139109600064X,,,,,,,1,23
36,36,36,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000390,,,,,,,1,24
37,37,37,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0921344996011731,,,,,,,1,25
38,38,38,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000729,,,,,,,1,26
39,39,39,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139109781484X,,,,,,,1,27
40,40,40,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0950423096000265,,,,,,,1,28
41,41,41,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139109600050X,,,,,,,1,29
42,42,42,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000717,,,,,,,1,30
43,43,43,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0956053X96001031,,,,,,,1,31
44,44,44,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300483X96034932,,,,,,,1,32
45,45,45,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0082078496803730,,,,,,,1,33
46,46,46,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096000602,,,,,,,1,34
47,47,47,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300483X96034920,,,,,,,1,35
48,48,48,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0020169396052553,,,,,,,1,36
49,49,49,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0016703796002384,,,,,,,1,37
50,50,50,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S016532539680040X,,,,,,,0,
51,51,51,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S030147700860785X,,,,,,,0,
52,52,52,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1382668996000725,,,,,,,1,38
53,53,53,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0378382096010430,,,,,,,1,39
54,54,54,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0065291108601575,,,,,,,0,
55,55,55,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S003238619600907X,,,,,,,1,40
56,56,56,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S001430579700061X,,,,,,,1,41
57,57,57,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391097000554,,,,,,,1,42
58,58,58,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386197001055,,,,,,,1,43
59,59,59,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386196009032,,,,,,,1,44
60,60,60,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653597001483,,,,,,,1,45
61,61,61,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391096001772,,,,,,,1,46
